Award Year,Category,Category Full Name,Date Awarded,Laureate Name,Known Name,Gender,Birth Date,Birth Place,Birth Country,Birth Continent,Identification,Motivation,Prize Amount,Prize Amount Adjusted
1975,Peace,The Nobel Peace Prize,1975-10-09,Andrei Dmitrievich Sakharov,Andrei Sakharov,male,1921-05-21,Moscow,Russia,Europe,534,"for his struggle for human rights in the Soviet Union, for disarmament and cooperation between all nations",630000,3856254
1975,Physics,The Nobel Prize in Physics,1975-10-17,Aage Niels Bohr,Aage N. Bohr,male,1922-06-19,Copenhagen,Denmark,Europe,102,for the discovery of the connection between collective motion and particle motion in atomic nuclei and the development of the theory of the structure of the atomic nucleus based on this connection,630000,3856254
1975,Physics,The Nobel Prize in Physics,1975-10-17,Ben Roy Mottelson,Ben R. Mottelson,male,1926-07-09,"Chicago, IL",USA,North America,103,for the discovery of the connection between collective motion and particle motion in atomic nuclei and the development of the theory of the structure of the atomic nucleus based on this connection,630000,3856254
1975,Physics,The Nobel Prize in Physics,1975-10-17,Leo James Rainwater,James Rainwater,male,1917-12-09,"Council, ID",USA,North America,104,for the discovery of the connection between collective motion and particle motion in atomic nuclei and the development of the theory of the structure of the atomic nucleus based on this connection,630000,3856254
1975,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,1975-10-16,David Baltimore,David Baltimore,male,1938-03-07,"New York, NY",USA,North America,406,for their discoveries concerning the interaction between tumour viruses and the genetic material of the cell,630000,3856254
1975,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,1975-10-16,Renato Dulbecco,Renato Dulbecco,male,1914-02-22,Catanzaro,Italy,Europe,407,for their discoveries concerning the interaction between tumour viruses and the genetic material of the cell,630000,3856254
1975,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,1975-10-16,Howard Martin Temin,Howard M. Temin,male,1934-12-10,"Philadelphia, PA",USA,North America,408,for their discoveries concerning the interaction between tumour viruses and the genetic material of the cell,630000,3856254
1976,Chemistry,The Nobel Prize in Chemistry,1976-10-18,William N. Lipscomb,William Lipscomb,male,1919-12-09,"Cleveland, OH",USA,North America,249,for his studies on the structure of boranes illuminating problems of chemical bonding,681000,3786503
1976,Economic Sciences,The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel,1976-10-14,Milton Friedman,Milton Friedman,male,1912-07-31,"Brooklyn, NY",USA,North America,688,"for his achievements in the fields of consumption analysis, monetary history and theory and for his demonstration of the complexity of stabilization policy",681000,3786503
1976,Literature,The Nobel Prize in Literature,1976-10-21,Saul Bellow,Saul Bellow,male,1915-06-10,Montreal,Canada,North America,652,for the human understanding and subtle analysis of contemporary culture that are combined in his work,681000,3786503
1976,Peace,The Nobel Peace Prize,1977-10-10,Elizabeth Williams,Betty Williams,female,1943-05-22,Belfast,Northern Ireland,Europe,535,for the courageous efforts in founding a movement to put an end to the violent conflict in Northern Ireland,681000,3786503
1976,Peace,The Nobel Peace Prize,1977-10-10,Mairead Corrigan,Mairead Corrigan,female,1944-01-27,Belfast,Northern Ireland,Europe,536,for the courageous efforts in founding a movement to put an end to the violent conflict in Northern Ireland,681000,3786503
1976,Physics,The Nobel Prize in Physics,1976-10-18,Burton Richter,Burton Richter,male,1931-03-22,"Brooklyn, NY",USA,North America,105,for their pioneering work in the discovery of a heavy elementary particle of a new kind,681000,3786503
1976,Physics,The Nobel Prize in Physics,1976-10-18,Samuel Chao Chung Ting,Samuel C.C. Ting,male,1936-01-27,"Ann Arbor, MI",USA,North America,106,for their pioneering work in the discovery of a heavy elementary particle of a new kind,681000,3786503
1976,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,1976-10-14,Baruch S. Blumberg,Baruch S. Blumberg,male,1925-07-28,"New York, NY",USA,North America,409,for their discoveries concerning new mechanisms for the origin and dissemination of infectious diseases,681000,3786503
1976,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,1976-10-14,D. Carleton Gajdusek,D. Carleton Gajdusek,male,1923-09-09,"Yonkers, NY",USA,North America,410,for their discoveries concerning new mechanisms for the origin and dissemination of infectious diseases,681000,3786503
1977,Chemistry,The Nobel Prize in Chemistry,1977-10-11,Ilya Romanovich Prigogine,Ilya Prigogine,male,1917-01-25,Moscow,Russia,Europe,250,"for his contributions to non-equilibrium thermodynamics, particularly the theory of dissipative structures",700000,3490141
1977,Economic Sciences,The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel,1977-10-14,Bertil Ohlin,Bertil Ohlin,male,1899-04-23,Klippan,Sweden,Europe,689,for their pathbreaking contribution to the theory of international trade and international capital movements,700000,3490141
1977,Economic Sciences,The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel,1977-10-14,James E. Meade,James E. Meade,male,1907-06-23,Swanage,United Kingdom,Europe,690,for their pathbreaking contribution to the theory of international trade and international capital movements,700000,3490141
1977,Literature,The Nobel Prize in Literature,1977-10-06,Vicente Aleixandre,Vicente Aleixandre,male,1898-04-26,Sevilla,Spain,Europe,653,"for a creative poetic writing which illuminates man's condition in the cosmos and in present-day society, at the same time representing the great renewal of the traditions of Spanish poetry between the wars",700000,3490141
1977,Peace,The Nobel Peace Prize,1977-10-10,,N/A,Unknown,Unknown,Unknown,Unknown,Unknown,537,for worldwide respect for human rights,700000,3490141
1977,Physics,The Nobel Prize in Physics,1977-10-11,Philip Warren Anderson,Philip W. Anderson,male,1923-12-13,"Indianapolis, IN",USA,North America,107,for their fundamental theoretical investigations of the electronic structure of magnetic and disordered systems,700000,3490141
1977,Physics,The Nobel Prize in Physics,1977-10-11,Sir Nevill Francis Mott,Sir Nevill F. Mott,male,1905-09-30,Leeds,United Kingdom,Europe,108,for their fundamental theoretical investigations of the electronic structure of magnetic and disordered systems,700000,3490141
1977,Physics,The Nobel Prize in Physics,1977-10-11,John Hasbrouck Van Vleck,John H. Van Vleck,male,1899-03-13,"Middletown, CT",USA,North America,109,for their fundamental theoretical investigations of the electronic structure of magnetic and disordered systems,700000,3490141
1977,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,1977-10-13,Roger Guillemin,Roger Guillemin,male,1924-01-11,Dijon,France,Europe,411,for their discoveries concerning the peptide hormone production of the brain,700000,3490141
1977,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,1977-10-13,Andrew V. Schally,Andrew V. Schally,male,1926-11-30,Wilno,Poland,Europe,412,for their discoveries concerning the peptide hormone production of the brain,700000,3490141
1977,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,1977-10-13,Rosalyn Yalow,Rosalyn Yalow,female,1921-07-19,"New York, NY",USA,North America,413,for the development of radioimmunoassays of peptide hormones,700000,3490141
1978,Chemistry,The Nobel Prize in Chemistry,1978-10-17,Peter D. Mitchell,Peter Mitchell,male,1920-09-29,Mitcham,United Kingdom,Europe,251,for his contribution to the understanding of biological energy transfer through the formulation of the chemiosmotic theory,725000,3283369
1978,Economic Sciences,The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel,1978-10-16,Herbert A. Simon,Herbert Simon,male,1916-06-15,"Milwaukee, WI",USA,North America,691,for his pioneering research into the decision-making process within economic organizations,725000,3283369
1978,Literature,The Nobel Prize in Literature,1978-10-05,Isaac Bashevis Singer,Isaac Bashevis Singer,male,1904-07-14,Leoncin,Russian Empire,Europe,654,"for his impassioned narrative art which, with roots in a Polish-Jewish cultural tradition, brings universal human conditions to life",725000,3283369
1978,Peace,The Nobel Peace Prize,1978-10-27,Mohamed Anwar al-Sadat,Anwar al-Sadat,male,1918-12-25,Mit Abu al-Kawm,Egypt,Africa,538,for jointly having negotiated peace between Egypt and Israel in 1978,725000,3283369
1978,Peace,The Nobel Peace Prize,1978-10-27,Menachem Begin,Menachem Begin,male,1913-08-16,Brest Litovsk,Russian Empire,Europe,539,for jointly having negotiated peace between Egypt and Israel in 1978,725000,3283369
1978,Physics,The Nobel Prize in Physics,1978-10-17,Pyotr Leonidovich Kapitsa,Pyotr Kapitsa,male,1894-07-09,Kronshtadt,Russian Empire,Europe,110,for his basic inventions and discoveries in the area of low-temperature physics,725000,3283369
1978,Physics,The Nobel Prize in Physics,1978-10-17,Arno Allan Penzias,Arno Penzias,male,1933-04-26,Munich,Germany,Europe,111,for their discovery of cosmic microwave background radiation,725000,3283369
1978,Physics,The Nobel Prize in Physics,1978-10-17,Robert Woodrow Wilson,Robert Woodrow Wilson,male,1936-01-10,"Houston, TX",USA,North America,112,for their discovery of cosmic microwave background radiation,725000,3283369
1978,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,1978-10-12,Werner Arber,Werner Arber,male,1929-06-03,Gränichen,Switzerland,Europe,414,for the discovery of restriction enzymes and their application to problems of molecular genetics,725000,3283369
1978,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,1978-10-12,Daniel Nathans,Daniel Nathans,male,1928-10-30,"Wilmington, DE",USA,North America,415,for the discovery of restriction enzymes and their application to problems of molecular genetics,725000,3283369
1978,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,1978-10-12,Hamilton O. Smith,Hamilton O. Smith,male,1931-08-23,"New York, NY",USA,North America,416,for the discovery of restriction enzymes and their application to problems of molecular genetics,725000,3283369
1979,Chemistry,The Nobel Prize in Chemistry,1979-10-15,Herbert C. Brown,Herbert C. Brown,male,1912-05-22,London,United Kingdom,Europe,252,"for their development of the use of boron- and phosphorus-containing compounds, respectively, into important reagents in organic synthesis",800000,3384861
1979,Chemistry,The Nobel Prize in Chemistry,1979-10-15,Georg Wittig,Georg Wittig,male,1897-06-16,Berlin,Germany,Europe,253,"for their development of the use of boron- and phosphorus-containing compounds, respectively, into important reagents in organic synthesis",800000,3384861
1979,Economic Sciences,The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel,1979-10-16,Theodore W. Schultz,Theodore W. Schultz,male,1902-04-30,"Arlington, SD",USA,North America,692,for their pioneering research into economic development research with particular consideration of the problems of developing countries,800000,3384861
1979,Economic Sciences,The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel,1979-10-16,Sir Arthur Lewis,Sir Arthur Lewis,male,1915-01-23,Castries,British West Indies,North America,693,for their pioneering research into economic development research with particular consideration of the problems of developing countries,800000,3384861
1979,Literature,The Nobel Prize in Literature,1979-10-18,Odysseus Elytis,Odysseus Elytis,male,1911-11-02,Iráklion,Crete,Europe,655,"for his poetry, which, against the background of Greek tradition, depicts with sensuous strength and intellectual clear-sightedness modern man's struggle for freedom and creativeness",800000,3384861
1979,Peace,The Nobel Peace Prize,1979-10-27,Mother Teresa,Mother Teresa,female,1910-08-26,Uskup,Ottoman Empire,Europe,540,for her work for bringing help to suffering humanity,800000,3384861
1979,Physics,The Nobel Prize in Physics,1979-10-15,Sheldon Lee Glashow,Sheldon Glashow,male,1932-12-05,"New York, NY",USA,North America,113,"for their contributions to the theory of the unified weak and electromagnetic interaction between elementary particles, including, inter alia, the prediction of the weak neutral current",800000,3384861
1979,Physics,The Nobel Prize in Physics,1979-10-15,Abdus Salam,Abdus Salam,male,1926-01-29,Jhang Maghiāna,India,Asia,114,"for their contributions to the theory of the unified weak and electromagnetic interaction between elementary particles, including, inter alia, the prediction of the weak neutral current",800000,3384861
1979,Physics,The Nobel Prize in Physics,1979-10-15,Steven Weinberg,Steven Weinberg,male,1933-05-03,"New York, NY",USA,North America,115,"for their contributions to the theory of the unified weak and electromagnetic interaction between elementary particles, including, inter alia, the prediction of the weak neutral current",800000,3384861
1979,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,1979-10-11,Allan M. Cormack,Allan M. Cormack,male,1924-02-23,Johannesburg,South Africa,Africa,417,for the development of computer assisted tomography,800000,3384861
1979,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,1979-10-11,Godfrey N. Hounsfield,Godfrey N. Hounsfield,male,1919-08-28,Newark,United Kingdom,Europe,418,for the development of computer assisted tomography,800000,3384861
1980,Chemistry,The Nobel Prize in Chemistry,1980-10-14,Paul Berg,Paul Berg,male,1926-06-30,"New York, NY",USA,North America,254,"for his fundamental studies of the biochemistry of nucleic acids, with particular regard to recombinant-DNA",880000,3273415
1980,Chemistry,The Nobel Prize in Chemistry,1980-10-14,Walter Gilbert,Walter Gilbert,male,1932-03-21,"Boston, MA",USA,North America,255,for their contributions concerning the determination of base sequences in nucleic acids,880000,3273415
1980,Chemistry,The Nobel Prize in Chemistry,1980-10-14,Frederick Sanger,Frederick Sanger,male,1918-08-13,Rendcombe,United Kingdom,Europe,222,for their contributions concerning the determination of base sequences in nucleic acids,880000,3273415
1980,Economic Sciences,The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel,1980-10-15,Lawrence R. Klein,Lawrence R. Klein,male,1920-09-14,"Omaha, NE",USA,North America,694,for the creation of econometric models and the application to the analysis of economic fluctuations and economic policies,880000,3273415
1980,Literature,The Nobel Prize in Literature,1980-10-09,Czesław Miłosz,Czesław Miłosz,male,1911-06-30,Śeteniai,Russian Empire,Europe,657,who with uncompromising clear-sightedness voices man's exposed condition in a world of severe conflicts,880000,3273415
1980,Peace,The Nobel Peace Prize,1980-10-27,Adolfo Pérez Esquivel,Adolfo Pérez Esquivel,male,1931-11-26,Buenos Aires,Argentina,South America,541,"for being a source of inspiration to repressed people, especially in Latin America",880000,3273415
1980,Physics,The Nobel Prize in Physics,1980-10-14,James Watson Cronin,James Cronin,male,1931-09-29,"Chicago, IL",USA,North America,116,for the discovery of violations of fundamental symmetry principles in the decay of neutral K-mesons,880000,3273415
1980,Physics,The Nobel Prize in Physics,1980-10-14,Val Logsdon Fitch,Val Fitch,male,1923-03-10,"Merriman, NE",USA,North America,117,for the discovery of violations of fundamental symmetry principles in the decay of neutral K-mesons,880000,3273415
1980,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,1980-10-10,Baruj Benacerraf,Baruj Benacerraf,male,1920-10-29,Caracas,Venezuela,South America,419,for their discoveries concerning genetically determined structures on the cell surface that regulate immunological reactions,880000,3273415
1980,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,1980-10-10,Jean Dausset,Jean Dausset,male,1916-10-19,Toulouse,France,Europe,420,for their discoveries concerning genetically determined structures on the cell surface that regulate immunological reactions,880000,3273415
1980,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,1980-10-10,George D. Snell,George D. Snell,male,1903-12-19,"Bradford, MA",USA,North America,421,for their discoveries concerning genetically determined structures on the cell surface that regulate immunological reactions,880000,3273415
1981,Chemistry,The Nobel Prize in Chemistry,1981-10-19,Kenichi Fukui,Kenichi Fukui,male,1918-10-04,Nara,Japan,Asia,257,"for their theories, developed independently, concerning the course of chemical reactions",1000000,3318750
1981,Chemistry,The Nobel Prize in Chemistry,1981-10-19,Roald Hoffmann,Roald Hoffmann,male,1937-07-18,Zloczov,Poland,Europe,258,"for their theories, developed independently, concerning the course of chemical reactions",1000000,3318750
1981,Economic Sciences,The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel,1981-10-13,James Tobin,James Tobin,male,1918-03-05,"Champaign, IL",USA,North America,695,"for his analysis of financial markets and their relations to expenditure decisions, employment, production and prices",1000000,3318750
1981,Literature,The Nobel Prize in Literature,1981-10-15,Elias Canetti,Elias Canetti,male,1905-07-25,Ruse,Bulgaria,Europe,658,"for writings marked by a broad outlook, a wealth of ideas and artistic power",1000000,3318750
1981,Peace,The Nobel Peace Prize,1981-10-14,,N/A,Unknown,Unknown,Unknown,Unknown,Unknown,515,for promoting the fundamental rights of refugees,1000000,3318750
1981,Physics,The Nobel Prize in Physics,1981-10-19,Nicolaas Bloembergen,Nicolaas Bloembergen,male,1920-03-11,Dordrecht,the Netherlands,Europe,118,for their contribution to the development of laser spectroscopy,1000000,3318750
1981,Physics,The Nobel Prize in Physics,1981-10-19,Arthur Leonard Schawlow,Arthur L. Schawlow,male,1921-05-05,"Mount Vernon, NY",USA,North America,119,for their contribution to the development of laser spectroscopy,1000000,3318750
1981,Physics,The Nobel Prize in Physics,1981-10-19,Kai M. Siegbahn,Kai M. Siegbahn,male,1918-04-20,Lund,Sweden,Europe,120,for his contribution to the development of high-resolution electron spectroscopy,1000000,3318750
1981,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,1981-10-09,Roger W. Sperry,Roger W. Sperry,male,1913-08-20,"Hartford, CT",USA,North America,422,for his discoveries concerning the functional specialization of the cerebral hemispheres,1000000,3318750
1981,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,1981-10-09,David H. Hubel,David H. Hubel,male,1926-02-27,"Windsor, ON",Canada,North America,423,for their discoveries concerning information processing in the visual system,1000000,3318750
1981,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,1981-10-09,Torsten N. Wiesel,Torsten N. Wiesel,male,1924-06-03,Uppsala,Sweden,Europe,424,for their discoveries concerning information processing in the visual system,1000000,3318750
1982,Chemistry,The Nobel Prize in Chemistry,1982-10-18,Aaron Klug,Aaron Klug,male,1926-08-11,Zelvas,Lithuania,Europe,259,for his development of crystallographic electron microscopy and his structural elucidation of biologically important nucleic acid-protein complexes,1150000,3514532
1982,Economic Sciences,The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel,1982-10-20,George J. Stigler,George J. Stigler,male,1911-01-17,"Renton, WA",USA,North America,696,"for his seminal studies of industrial structures, functioning of markets and causes and effects of public regulation",1150000,3514532
1982,Literature,The Nobel Prize in Literature,1982-10-21,Gabriel García Márquez,Gabriel García Márquez,male,1927-03-06,Aracataca,Colombia,South America,659,"for his novels and short stories, in which the fantastic and the realistic are combined in a richly composed world of imagination, reflecting a continent's life and conflicts",1150000,3514532
1982,Peace,The Nobel Peace Prize,1982-10-13,Alva Myrdal,Alva Myrdal,female,1902-01-31,Uppsala,Sweden,Europe,543,for their work for disarmament and nuclear and weapon-free zones,1150000,3514532
1982,Peace,The Nobel Peace Prize,1982-10-13,Alfonso García Robles,Alfonso García Robles,male,1911-03-20,Zamora,Mexico,North America,544,for their work for disarmament and nuclear and weapon-free zones,1150000,3514532
1982,Physics,The Nobel Prize in Physics,1982-10-18,Kenneth G. Wilson,Kenneth G. Wilson,male,1936-06-08,"Waltham, MA",USA,North America,121,for his theory for critical phenomena in connection with phase transitions,1150000,3514532
1982,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,1982-10-11,Sune K. Bergström,Sune K. Bergström,male,1916-01-10,Stockholm,Sweden,Europe,425,for their discoveries concerning prostaglandins and related biologically active substances,1150000,3514532
1982,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,1982-10-11,Bengt I. Samuelsson,Bengt I. Samuelsson,male,1934-05-21,Halmstad,Sweden,Europe,426,for their discoveries concerning prostaglandins and related biologically active substances,1150000,3514532
1982,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,1982-10-11,John R. Vane,John R. Vane,male,1927-03-29,Tardebigg,United Kingdom,Europe,427,for their discoveries concerning prostaglandins and related biologically active substances,1150000,3514532
1983,Chemistry,The Nobel Prize in Chemistry,1983-10-19,Henry Taube,Henry Taube,male,1915-11-30,Neudorf,Canada,North America,260,"for his work on the mechanisms of electron transfer reactions, especially in metal complexes",1500000,4208719
1983,Economic Sciences,The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel,1983-10-17,Gerard Debreu,Gerard Debreu,male,1921-07-04,Calais,France,Europe,697,for having incorporated new analytical methods into economic theory and for his rigorous reformulation of the theory of general equilibrium,1500000,4208719
1983,Literature,The Nobel Prize in Literature,1983-10-27,William Golding,William Golding,male,1911-09-19,St. Columb Minor,United Kingdom,Europe,660,"for his novels which, with the perspicuity of realistic narrative art and the diversity and universality of myth, illuminate the human condition in the world of today",1500000,4208719
1983,Peace,The Nobel Peace Prize,1983-10-05,Lech Wałęsa,Lech Wałęsa,male,1943-09-29,Popowo,Poland,Europe,545,for non-violent struggle for free trade unions and human rights in Poland,1500000,4208719
1983,Physics,The Nobel Prize in Physics,1983-10-19,Subrahmanyan Chandrasekhar,Subrahmanyan Chandrasekhar,male,1910-10-19,Lahore,India,Asia,122,for his theoretical studies of the physical processes of importance to the structure and evolution of the stars,1500000,4208719
1983,Physics,The Nobel Prize in Physics,1983-10-19,William Alfred Fowler,William A. Fowler,male,1911-08-09,"Pittsburgh, PA",USA,North America,123,for his theoretical and experimental studies of the nuclear reactions of importance in the formation of the chemical elements in the universe,1500000,4208719
1983,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,1983-10-10,Barbara McClintock,Barbara McClintock,female,1902-06-16,"Hartford, CT",USA,North America,428,for her discovery of mobile genetic elements,1500000,4208719
1984,Chemistry,The Nobel Prize in Chemistry,1984-10-17,Robert Bruce Merrifield,Bruce Merrifield,male,1921-07-15,"Fort Worth, TX",USA,North America,261,for his development of methodology for chemical synthesis on a solid matrix,1650000,4284352
1984,Economic Sciences,The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel,1984-10-18,Richard Stone,Richard Stone,male,1913-08-30,London,United Kingdom,Europe,698,for having made fundamental contributions to the development of systems of national accounts and hence greatly improved the basis for empirical economic analysis,1650000,4284352
1984,Literature,The Nobel Prize in Literature,1984-11-27,Jaroslav Seifert,Jaroslav Seifert,male,1901-09-23,Prague,Austria-Hungary,Europe,661,"for his poetry which endowed with freshness, sensuality and rich inventiveness provides a liberating image of the indomitable spirit and versatility of man",1650000,4284352
1984,Peace,The Nobel Peace Prize,1984-10-05,Desmond Mpilo Tutu,Desmond Tutu,male,1931-10-07,Klerksdorp,South Africa,Africa,546,for his role as a unifying leader figure in the non-violent campaign to resolve the problem of apartheid in South Africa,1650000,4284352
1984,Physics,The Nobel Prize in Physics,1984-10-17,Carlo Rubbia,Carlo Rubbia,male,1934-03-31,Gorizia,Italy,Europe,124,"for their decisive contributions to the large project, which led to the discovery of the field particles W and Z, communicators of weak interaction",1650000,4284352
1984,Physics,The Nobel Prize in Physics,1984-10-17,Simon van der Meer,Simon van der Meer,male,1925-11-24,the Hague,the Netherlands,Europe,125,"for their decisive contributions to the large project, which led to the discovery of the field particles W and Z, communicators of weak interaction",1650000,4284352
1984,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,1984-10-15,Niels K. Jerne,Niels K. Jerne,male,1911-12-23,London,United Kingdom,Europe,429,for theories concerning the specificity in development and control of the immune system and the discovery of the principle for production of monoclonal antibodies,1650000,4284352
1984,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,1984-10-15,Georges J.F. Köhler,Georges J.F. Köhler,male,1946-04-17,Munich,Germany,Europe,430,for theories concerning the specificity in development and control of the immune system and the discovery of the principle for production of monoclonal antibodies,1650000,4284352
1984,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,1984-10-15,César Milstein,César Milstein,male,1927-10-08,Bahia Blanca,Argentina,South America,431,for theories concerning the specificity in development and control of the immune system and the discovery of the principle for production of monoclonal antibodies,1650000,4284352
1985,Chemistry,The Nobel Prize in Chemistry,1985-10-16,Herbert A. Hauptman,Herbert A. Hauptman,male,1917-02-14,"New York, NY",USA,North America,262,for their outstanding achievements in the development of direct methods for the determination of crystal structures,1800000,4354442
1985,Chemistry,The Nobel Prize in Chemistry,1985-10-16,Jerome Karle,Jerome Karle,male,1918-06-18,"New York, NY",USA,North America,263,for their outstanding achievements in the development of direct methods for the determination of crystal structures,1800000,4354442
1985,Economic Sciences,The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel,1985-10-15,Franco Modigliani,Franco Modigliani,male,1918-06-18,Rome,Italy,Europe,699,for his pioneering analyses of saving and of financial markets,1800000,4354442
1985,Literature,The Nobel Prize in Literature,1985-11-27,Claude Simon,Claude Simon,male,1913-10-10,Tananarive,Madagascar,Africa,662,who in his novel combines the poet's and the painter's creativeness with a deepened awareness of time in the depiction of the human condition,1800000,4354442
1985,Peace,The Nobel Peace Prize,1985-10-05,,N/A,Unknown,Unknown,Unknown,Unknown,Unknown,547,for spreading authoritative information and by creating awareness of the catastrophic consequences of nuclear war,1800000,4354442
1985,Physics,The Nobel Prize in Physics,1985-10-16,Klaus von Klitzing,Klaus von Klitzing,male,1943-06-28,Schroda,German-occupied Poland,Europe,126,for the discovery of the quantized Hall effect,1800000,4354442
1985,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,1985-10-14,Michael S. Brown,Michael S. Brown,male,1941-04-13,"New York, NY",USA,North America,432,for their discoveries concerning the regulation of cholesterol metabolism,1800000,4354442
1985,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,1985-10-14,Joseph L. Goldstein,Joseph L. Goldstein,male,1940-04-18,"Sumter, SC",USA,North America,433,for their discoveries concerning the regulation of cholesterol metabolism,1800000,4354442
1986,Chemistry,The Nobel Prize in Chemistry,1986-10-15,Dudley R. Herschbach,Dudley R. Herschbach,male,1932-06-18,"San José, CA",USA,North America,264,for their contributions concerning the dynamics of chemical elementary processes,2000000,4642623
1986,Chemistry,The Nobel Prize in Chemistry,1986-10-15,Yuan T. Lee,Yuan T. Lee,male,1936-11-19,Hsinchu,Taiwan,Asia,265,for their contributions concerning the dynamics of chemical elementary processes,2000000,4642623
1986,Chemistry,The Nobel Prize in Chemistry,1986-10-15,John C. Polanyi,John C. Polanyi,male,1929-01-23,Berlin,Germany,Europe,266,for their contributions concerning the dynamics of chemical elementary processes,2000000,4642623
1986,Economic Sciences,The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel,1986-10-16,James M. Buchanan Jr.,James M. Buchanan Jr.,male,1919-10-03,"Murfreesboro, TN",USA,North America,700,for his development of the contractual and constitutional bases for the theory of economic and political decision-making,2000000,4642623
1986,Literature,The Nobel Prize in Literature,1986-10-16,Wole Soyinka,Wole Soyinka,male,1934-07-13,Abeokuta,Nigeria,Africa,663,who in a wide cultural perspective and with poetic overtones fashions the drama of existence,2000000,4642623
1986,Peace,The Nobel Peace Prize,1986-10-14,Elie Wiesel,Elie Wiesel,male,1928-09-30,Sighet,Romania,Europe,548,"for being a messenger to mankind: his message is one of peace, atonement and dignity",2000000,4642623
1986,Physics,The Nobel Prize in Physics,1986-10-15,Ernst Ruska,Ernst Ruska,male,1906-12-25,Heidelberg,Germany,Europe,127,"for his fundamental work in electron optics, and for the design of the first electron microscope",2000000,4642623
1986,Physics,The Nobel Prize in Physics,1986-10-15,Gerd Binnig,Gerd Binnig,male,1947-07-20,Frankfurt-on-the-Main,West Germany,Europe,128,for their design of the scanning tunneling microscope,2000000,4642623
1986,Physics,The Nobel Prize in Physics,1986-10-15,Heinrich Rohrer,Heinrich Rohrer,male,1933-06-06,Buchs,Switzerland,Europe,129,for their design of the scanning tunneling microscope,2000000,4642623
1986,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,1986-10-13,Stanley Cohen,Stanley Cohen,male,1922-11-17,"Brooklyn, NY",USA,North America,434,for their discoveries of growth factors,2000000,4642623
1986,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,1986-10-13,Rita Levi-Montalcini,Rita Levi-Montalcini,female,1909-04-22,Turin,Italy,Europe,435,for their discoveries of growth factors,2000000,4642623
1987,Chemistry,The Nobel Prize in Chemistry,1987-10-14,Donald J. Cram,Donald J. Cram,male,1919-04-22,"Chester, VT",USA,North America,267,for their development and use of molecules with structure-specific interactions of high selectivity,2175000,4842453
1987,Chemistry,The Nobel Prize in Chemistry,1987-10-14,Jean-Marie Lehn,Jean-Marie Lehn,male,1939-09-30,Rosheim,France,Europe,268,for their development and use of molecules with structure-specific interactions of high selectivity,2175000,4842453
1987,Chemistry,The Nobel Prize in Chemistry,1987-10-14,Charles J. Pedersen,Charles J. Pedersen,male,1904-10-03,Pusan,Korea,Asia,269,for their development and use of molecules with structure-specific interactions of high selectivity,2175000,4842453
